PID,Isolate Id,Time from initialization,GC Event,Total size of objects before GC,Total size of objects after GC,Total memory allocated before GC,Total memory allocated after GC,Time in GC,Time in external callbacks,Marking info,Reason for GC trigger,Reason for GC
62598,0x102004600,6911,Scavenge,92.6,90.0,116.0,123.0,15.7,0,,allocation failure,
62598,0x102004600,6934,Scavenge,99.3,96.7,123.0,130.0,16.2,0,+ 4.9 ms in 149 steps since last GC,allocation failure,
62598,0x102004600,6958,Scavenge,105.8,103.2,130.0,136.0,16.9,0,+ 5.2 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,6992,Scavenge,112.4,109.8,136.0,143.0,25.9,0,+ 5.6 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,7017,Scavenge,118.9,116.3,143.0,150.0,17.7,0,+ 5.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,7041,Mark-sweep,125.5,46.6,150.0,80.0,17.0,0,"+ 25.6 ms in 734 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,7060,Scavenge,55.8,53.1,80.0,86.0,16.0,0,,allocation failure,
62598,0x102004600,7077,Scavenge,62.3,59.7,86.0,92.0,15.2,0,,allocation failure,
62598,0x102004600,7095,Scavenge,68.8,66.2,92.0,99.0,15.3,0,,allocation failure,
62598,0x102004600,7115,Scavenge,75.4,72.8,99.0,106.0,17.9,0,,allocation failure,
62598,0x102004600,7132,Scavenge,82.0,79.4,106.0,112.0,15.4,0,,allocation failure,
62598,0x102004600,7150,Scavenge,88.6,85.9,112.0,119.0,15.6,0,,allocation failure,
62598,0x102004600,7168,Scavenge,95.1,92.5,119.0,126.0,15.5,0,,allocation failure,
62598,0x102004600,7188,Scavenge,101.7,99.0,126.0,132.0,18.3,0,,allocation failure,
62598,0x102004600,7210,Scavenge,108.2,105.6,132.0,139.0,19.9,0,,allocation failure,
62598,0x102004600,7228,Scavenge,114.8,112.2,139.0,146.0,15.7,0,,allocation failure,
62598,0x102004600,7247,Scavenge,121.4,118.7,146.0,152.0,16.5,0,,allocation failure,
62598,0x102004600,7265,Scavenge,127.9,125.3,152.0,159.0,15.5,0,,allocation failure,
62598,0x102004600,7282,Scavenge,134.5,131.8,159.0,166.0,15.2,0,,allocation failure,
62598,0x102004600,7299,Scavenge,141.0,138.4,166.0,172.0,15.5,0,,allocation failure,
62598,0x102004600,7317,Scavenge,147.6,145.0,172.0,179.0,15.3,0,,allocation failure,
62598,0x102004600,7334,Scavenge,154.2,151.5,179.0,186.0,15.7,0,,allocation failure,
62598,0x102004600,7351,Scavenge,160.7,158.1,186.0,192.0,14.9,0,,allocation failure,
62598,0x102004600,7369,Scavenge,167.3,164.7,192.0,199.0,15.0,0,,allocation failure,
62598,0x102004600,7390,Scavenge,173.8,171.2,199.0,206.0,19.0,0,,allocation failure,
62598,0x102004600,7417,Scavenge,180.4,177.8,206.0,212.0,17.1,0,+ 7.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,7443,Scavenge,187.0,184.3,212.0,219.0,17.3,0,+ 5.7 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,7472,Scavenge,193.5,190.9,219.0,226.0,19.6,0,+ 6.3 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,7499,Scavenge,200.1,197.5,226.0,232.0,18.8,0,+ 5.9 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,7525,Scavenge,206.6,204.0,232.0,239.0,17.5,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,7551,Scavenge,213.2,210.6,239.0,246.0,18.3,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,7573,Mark-sweep,218.6,63.8,246.0,99.0,15.3,0,"+ 40.9 ms in 1008 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,7593,Scavenge,73.7,70.9,99.0,103.0,17.5,0,,allocation failure,
62598,0x102004600,7611,Scavenge,79.5,77.0,103.0,110.0,15.9,0,,allocation failure,
62598,0x102004600,7628,Scavenge,86.6,83.9,110.0,116.0,14.9,0,,allocation failure,
62598,0x102004600,7647,Scavenge,92.8,90.2,116.0,123.0,17.4,0,,allocation failure,
62598,0x102004600,7665,Scavenge,99.6,96.9,123.0,130.0,15.4,0,,allocation failure,
62598,0x102004600,7682,Scavenge,106.0,103.4,130.0,137.0,15.2,0,,allocation failure,
62598,0x102004600,7700,Scavenge,112.7,110.0,137.0,143.0,15.2,0,,allocation failure,
62598,0x102004600,7720,Scavenge,119.1,116.5,143.0,150.0,18.6,0,,allocation failure,
62598,0x102004600,7742,Scavenge,125.8,123.1,150.0,157.0,18.9,0,,allocation failure,
62598,0x102004600,7763,Scavenge,132.3,129.7,157.0,163.0,19.4,0,,allocation failure,
62598,0x102004600,7783,Scavenge,138.9,136.2,163.0,170.0,16.2,0,,allocation failure,
62598,0x102004600,7801,Scavenge,145.4,142.8,170.0,177.0,16.2,0,,allocation failure,
62598,0x102004600,7821,Scavenge,152.0,149.4,177.0,183.0,18.3,0,,allocation failure,
62598,0x102004600,7839,Scavenge,158.5,155.9,183.0,190.0,15.6,0,,allocation failure,
62598,0x102004600,7857,Scavenge,165.1,162.5,190.0,197.0,15.5,0,,allocation failure,
62598,0x102004600,7875,Scavenge,171.7,169.0,197.0,203.0,15.5,0,,allocation failure,
62598,0x102004600,7893,Scavenge,178.2,175.6,203.0,210.0,16.4,0,,allocation failure,
62598,0x102004600,7914,Scavenge,184.8,182.2,210.0,217.0,17.4,0,,allocation failure,
62598,0x102004600,7933,Scavenge,191.4,188.7,217.0,223.0,16.8,0,,allocation failure,
62598,0x102004600,7958,Scavenge,197.9,195.3,223.0,230.0,21.2,0,,allocation failure,
62598,0x102004600,7979,Scavenge,204.5,201.8,230.0,237.0,18.5,0,,allocation failure,
62598,0x102004600,8001,Scavenge,211.0,208.4,237.0,243.0,19.7,0,,allocation failure,
62598,0x102004600,8020,Scavenge,217.6,215.0,243.0,250.0,16.6,0,,allocation failure,
62598,0x102004600,8043,Scavenge,224.2,221.5,250.0,257.0,20.0,0,,allocation failure,
62598,0x102004600,8062,Scavenge,230.7,228.1,257.0,263.0,16.4,0,,allocation failure,
62598,0x102004600,8081,Scavenge,237.3,234.7,263.0,270.0,16.8,0,,allocation failure,
62598,0x102004600,8098,Scavenge,243.8,241.2,270.0,277.0,15.4,0,,allocation failure,
62598,0x102004600,8122,Scavenge,250.4,247.8,277.0,283.0,16.3,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8147,Scavenge,257.0,254.3,283.0,290.0,17.4,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8173,Scavenge,263.5,260.9,290.0,297.0,17.3,0,+ 5.6 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,8197,Scavenge,270.1,267.5,297.0,303.0,17.3,0,+ 5.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8211,Mark-sweep,271.7,41.6,303.0,79.0,10.1,0,"+ 23.6 ms in 654 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,8229,Scavenge,54.3,50.7,79.0,80.0,14.5,0,,allocation failure,
62598,0x102004600,8248,Scavenge,57.4,55.4,80.0,90.0,17.2,0,,allocation failure,
62598,0x102004600,8266,Scavenge,66.4,63.3,90.0,95.0,16.0,0,,allocation failure,
62598,0x102004600,8286,Scavenge,71.2,68.9,95.0,103.0,17.5,0,,allocation failure,
62598,0x102004600,8304,Scavenge,79.0,76.1,103.0,108.0,15.5,0,,allocation failure,
62598,0x102004600,8323,Scavenge,84.7,82.2,108.0,116.0,16.8,0,,allocation failure,
62598,0x102004600,8340,Scavenge,91.9,89.1,116.0,122.0,15.1,0,,allocation failure,
62598,0x102004600,8358,Scavenge,98.0,95.5,122.0,129.0,15.9,0,,allocation failure,
62598,0x102004600,8379,Scavenge,104.9,102.2,129.0,135.0,18.7,0,,allocation failure,
62598,0x102004600,8398,Scavenge,111.2,108.6,135.0,142.0,16.1,0,,allocation failure,
62598,0x102004600,8417,Scavenge,117.9,115.3,142.0,149.0,16.0,0,,allocation failure,
62598,0x102004600,8434,Scavenge,124.4,121.8,149.0,155.0,15.2,0,,allocation failure,
62598,0x102004600,8452,Scavenge,131.0,128.4,155.0,162.0,16.1,0,,allocation failure,
62598,0x102004600,8470,Scavenge,137.5,134.9,162.0,169.0,15.7,0,,allocation failure,
62598,0x102004600,8488,Scavenge,144.1,141.5,169.0,175.0,15.4,0,,allocation failure,
62598,0x102004600,8508,Scavenge,150.7,148.0,175.0,182.0,16.9,0,,allocation failure,
62598,0x102004600,8526,Scavenge,157.2,154.6,182.0,189.0,16.0,0,,allocation failure,
62598,0x102004600,8548,Scavenge,163.8,161.2,189.0,195.0,19.7,0,,allocation failure,
62598,0x102004600,8572,Scavenge,170.4,167.7,195.0,202.0,17.0,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8596,Scavenge,176.9,174.3,202.0,209.0,16.9,0,+ 5.1 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8621,Scavenge,183.5,180.8,209.0,215.0,17.3,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8627,Mark-sweep,181.4,28.7,215.0,69.0,6.1,0,"+ 15.8 ms in 447 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,8643,Scavenge,44.0,39.6,69.0,69.0,11.1,0,,allocation failure,
62598,0x102004600,8662,Scavenge,44.4,43.0,69.0,78.0,18.6,0,,allocation failure,
62598,0x102004600,8677,Scavenge,55.4,51.8,78.0,82.0,12.4,0,,allocation failure,
62598,0x102004600,8696,Scavenge,58.8,56.8,82.0,91.0,16.9,0,,allocation failure,
62598,0x102004600,8712,Scavenge,67.6,64.5,91.0,96.0,14.3,0,,allocation failure,
62598,0x102004600,8730,Scavenge,72.5,70.3,96.0,104.0,15.9,0,,allocation failure,
62598,0x102004600,8747,Scavenge,80.3,77.4,104.0,110.0,14.3,0,,allocation failure,
62598,0x102004600,8764,Scavenge,86.0,83.5,110.0,117.0,15.5,0,,allocation failure,
62598,0x102004600,8785,Scavenge,93.1,90.4,117.0,123.0,19.0,0,,allocation failure,
62598,0x102004600,8807,Scavenge,99.3,96.7,123.0,130.0,19.2,0,,allocation failure,
62598,0x102004600,8828,Scavenge,106.1,103.5,130.0,137.0,18.1,0,,allocation failure,
62598,0x102004600,8849,Scavenge,112.5,109.9,137.0,143.0,18.1,0,,allocation failure,
62598,0x102004600,8866,Scavenge,119.2,116.6,143.0,150.0,15.4,0,,allocation failure,
62598,0x102004600,8884,Scavenge,125.7,123.1,150.0,157.0,15.4,0,,allocation failure,
62598,0x102004600,8911,Scavenge,132.3,129.7,157.0,163.0,18.0,0,+ 6.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8945,Scavenge,138.8,136.2,163.0,170.0,24.6,0,+ 6.6 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8969,Scavenge,145.4,142.8,170.0,177.0,16.8,0,+ 5.5 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,8976,Mark-sweep,143.1,28.6,177.0,69.0,6.6,0,"+ 18.9 ms in 447 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,8992,Scavenge,44.1,39.7,69.0,69.0,10.7,0,,allocation failure,
62598,0x102004600,9013,Scavenge,44.4,43.0,69.0,78.0,20.6,0,,allocation failure,
62598,0x102004600,9029,Scavenge,55.4,51.9,78.0,82.0,12.8,0,,allocation failure,
62598,0x102004600,9048,Scavenge,58.8,56.8,82.0,91.0,17.8,0,,allocation failure,
62598,0x102004600,9066,Scavenge,67.6,64.5,91.0,96.0,14.7,0,,allocation failure,
62598,0x102004600,9085,Scavenge,72.5,70.2,96.0,104.0,17.6,0,,allocation failure,
62598,0x102004600,9103,Scavenge,80.3,77.4,104.0,110.0,15.2,0,,allocation failure,
62598,0x102004600,9122,Scavenge,86.0,83.5,110.0,117.0,17.3,0,,allocation failure,
62598,0x102004600,9144,Scavenge,93.1,90.4,117.0,123.0,19.1,0,,allocation failure,
62598,0x102004600,9163,Scavenge,99.3,96.7,123.0,130.0,16.7,0,,allocation failure,
62598,0x102004600,9183,Scavenge,106.1,103.5,130.0,137.0,17.5,0,,allocation failure,
62598,0x102004600,9200,Scavenge,112.5,109.9,137.0,143.0,15.8,0,,allocation failure,
62598,0x102004600,9219,Scavenge,119.2,116.5,143.0,150.0,16.1,0,,allocation failure,
62598,0x102004600,9236,Scavenge,125.7,123.1,150.0,157.0,15.4,0,,allocation failure,
62598,0x102004600,9268,Scavenge,132.3,129.7,157.0,163.0,24.3,0,+ 5.5 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,9299,Scavenge,138.8,136.2,163.0,170.0,22.3,0,+ 5.9 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,9326,Scavenge,145.4,142.8,170.0,177.0,17.9,0,+ 6.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,9334,Mark-sweep,143.2,28.7,177.0,69.0,7.4,0,"+ 18.1 ms in 447 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,9352,Scavenge,44.1,39.7,69.0,69.0,13.3,0,,allocation failure,
62598,0x102004600,9373,Scavenge,44.4,43.1,69.0,79.0,19.3,0,,allocation failure,
62598,0x102004600,9389,Scavenge,55.4,51.9,79.0,82.0,12.9,0,,allocation failure,
62598,0x102004600,9408,Scavenge,58.8,56.8,82.0,91.0,17.1,0,,allocation failure,
62598,0x102004600,9425,Scavenge,67.6,64.5,91.0,96.0,14.6,0,,allocation failure,
62598,0x102004600,9443,Scavenge,72.6,70.3,96.0,104.0,16.4,0,,allocation failure,
62598,0x102004600,9468,Scavenge,80.3,77.4,104.0,110.0,23.0,0,,allocation failure,
62598,0x102004600,9495,Scavenge,86.0,83.6,110.0,117.0,23.6,0,,allocation failure,
62598,0x102004600,9516,Scavenge,93.2,90.4,117.0,123.0,18.7,0,,allocation failure,
62598,0x102004600,9538,Scavenge,99.3,96.8,123.0,130.0,20.0,0,,allocation failure,
62598,0x102004600,9558,Scavenge,106.2,103.5,130.0,137.0,16.6,0,,allocation failure,
62598,0x102004600,9576,Scavenge,112.5,109.9,137.0,143.0,16.0,0,,allocation failure,
62598,0x102004600,9594,Scavenge,119.2,116.6,143.0,150.0,15.9,0,,allocation failure,
62598,0x102004600,9612,Scavenge,125.7,123.1,150.0,157.0,15.3,0,,allocation failure,
62598,0x102004600,9636,Scavenge,132.3,129.7,157.0,163.0,16.1,0,+ 5.5 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,9665,Scavenge,138.8,136.2,163.0,170.0,22.3,0,+ 5.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,9698,Scavenge,145.4,142.8,170.0,177.0,23.5,0,+ 6.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,9706,Mark-sweep,143.8,29.0,177.0,69.0,6.7,0,"+ 17.7 ms in 455 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,9721,Scavenge,44.1,39.8,69.0,69.0,10.8,0,,allocation failure,
62598,0x102004600,9741,Scavenge,44.8,43.4,69.0,79.0,19.0,0,,allocation failure,
62598,0x102004600,9757,Scavenge,55.5,52.1,79.0,82.0,13.2,0,,allocation failure,
62598,0x102004600,9776,Scavenge,59.1,57.1,82.0,91.0,17.5,0,,allocation failure,
62598,0x102004600,9794,Scavenge,67.8,64.7,91.0,96.0,14.4,0,,allocation failure,
62598,0x102004600,9813,Scavenge,72.8,70.5,96.0,104.0,17.0,0,,allocation failure,
62598,0x102004600,9833,Scavenge,80.5,77.6,104.0,110.0,18.2,0,,allocation failure,
62598,0x102004600,9851,Scavenge,86.3,83.8,110.0,117.0,15.9,0,,allocation failure,
62598,0x102004600,9869,Scavenge,93.4,90.7,117.0,123.0,15.3,0,,allocation failure,
62598,0x102004600,9887,Scavenge,99.6,97.0,123.0,130.0,15.8,0,,allocation failure,
62598,0x102004600,9905,Scavenge,106.4,103.7,130.0,137.0,16.3,0,,allocation failure,
62598,0x102004600,9923,Scavenge,112.8,110.2,137.0,144.0,15.6,0,,allocation failure,
62598,0x102004600,9941,Scavenge,119.5,116.8,144.0,150.0,15.8,0,,allocation failure,
62598,0x102004600,9959,Scavenge,125.9,123.3,150.0,157.0,15.2,0,,allocation failure,
62598,0x102004600,9983,Scavenge,132.6,129.9,157.0,164.0,16.6,0,+ 5.1 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,10007,Scavenge,139.1,136.5,164.0,170.0,16.8,0,+ 5.1 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,10035,Scavenge,145.7,143.0,170.0,177.0,19.3,0,+ 5.9 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,10042,Mark-sweep,144.2,29.4,177.0,69.0,6.3,0,"+ 16.6 ms in 459 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,10058,Scavenge,44.3,40.1,69.0,69.0,11.7,0,,allocation failure,
62598,0x102004600,10078,Scavenge,45.2,43.7,69.0,79.0,18.7,0,,allocation failure,
62598,0x102004600,10094,Scavenge,55.8,52.4,79.0,83.0,14.0,0,,allocation failure,
62598,0x102004600,10121,Scavenge,59.5,57.4,83.0,91.0,24.4,0,,allocation failure,
62598,0x102004600,10138,Scavenge,68.1,65.1,91.0,97.0,14.4,0,,allocation failure,
62598,0x102004600,10157,Scavenge,73.2,70.9,97.0,104.0,17.5,0,,allocation failure,
62598,0x102004600,10179,Scavenge,80.8,78.0,104.0,110.0,18.8,0,,allocation failure,
62598,0x102004600,10198,Scavenge,86.6,84.1,110.0,117.0,17.3,0,,allocation failure,
62598,0x102004600,10216,Scavenge,93.7,91.0,117.0,124.0,16.0,0,,allocation failure,
62598,0x102004600,10234,Scavenge,99.9,97.3,124.0,131.0,15.6,0,,allocation failure,
62598,0x102004600,10253,Scavenge,106.7,104.0,131.0,137.0,16.1,0,,allocation failure,
62598,0x102004600,10271,Scavenge,113.1,110.5,137.0,144.0,16.4,0,,allocation failure,
62598,0x102004600,10289,Scavenge,119.8,117.1,144.0,150.0,15.8,0,,allocation failure,
62598,0x102004600,10312,Scavenge,126.2,123.6,150.0,157.0,19.7,0,,allocation failure,
62598,0x102004600,10336,Scavenge,132.9,130.2,157.0,164.0,16.7,0,+ 5.2 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,10364,Scavenge,139.4,136.8,164.0,171.0,20.6,0,+ 5.4 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,10397,Scavenge,146.0,143.4,171.0,177.0,22.4,0,+ 7.4 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,10406,Mark-sweep,145.7,30.6,177.0,69.0,8.1,0,"+ 19.2 ms in 477 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,10422,Scavenge,44.7,40.6,69.0,69.0,11.1,0,,allocation failure,
62598,0x102004600,10441,Scavenge,46.3,44.7,69.0,79.0,17.9,0,,allocation failure,
62598,0x102004600,10457,Scavenge,56.4,53.0,79.0,84.0,13.0,0,,allocation failure,
62598,0x102004600,10478,Scavenge,60.4,58.3,84.0,92.0,19.8,0,,allocation failure,
62598,0x102004600,10495,Scavenge,68.8,65.8,92.0,97.0,14.6,0,,allocation failure,
62598,0x102004600,10514,Scavenge,74.1,71.7,97.0,105.0,17.1,0,,allocation failure,
62598,0x102004600,10532,Scavenge,81.5,78.7,105.0,111.0,15.6,0,,allocation failure,
62598,0x102004600,10550,Scavenge,87.4,85.0,111.0,118.0,16.2,0,,allocation failure,
62598,0x102004600,10573,Scavenge,94.5,91.8,118.0,125.0,19.7,0,,allocation failure,
62598,0x102004600,10591,Scavenge,100.7,98.1,125.0,131.0,15.9,0,,allocation failure,
62598,0x102004600,10614,Scavenge,107.5,104.8,131.0,138.0,19.8,0,,allocation failure,
62598,0x102004600,10631,Scavenge,113.9,111.3,138.0,145.0,15.5,0,,allocation failure,
62598,0x102004600,10649,Scavenge,120.6,117.9,145.0,151.0,15.4,0,,allocation failure,
62598,0x102004600,10671,Scavenge,127.0,124.4,151.0,158.0,19.8,0,,allocation failure,
62598,0x102004600,10696,Scavenge,133.7,131.0,158.0,165.0,16.6,0,+ 5.6 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,10728,Scavenge,140.2,137.6,165.0,171.0,24.7,0,+ 5.5 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,10760,Scavenge,146.8,144.1,171.0,178.0,22.8,0,+ 6.8 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,10776,Mark-sweep,149.6,33.6,178.0,70.0,11.7,0,"+ 21.1 ms in 528 steps since start of marking, biggest step 0.2 ms",GC interrupt,GC in old space requested
62598,0x102004600,10794,Scavenge,45.5,42.0,70.0,72.0,14.7,0,,allocation failure,
62598,0x102004600,10815,Scavenge,49.3,47.2,72.0,81.0,18.8,0,,allocation failure,
62598,0x102004600,10833,Scavenge,57.8,54.8,81.0,86.0,14.6,0,,allocation failure,
62598,0x102004600,10852,Scavenge,63.0,60.6,86.0,94.0,17.2,0,,allocation failure,
62598,0x102004600,10873,Scavenge,70.5,67.7,94.0,100.0,18.8,0,,allocation failure,
62598,0x102004600,10893,Scavenge,76.4,73.9,100.0,107.0,16.7,0,,allocation failure,
62598,0x102004600,10910,Scavenge,83.4,80.7,107.0,113.0,15.5,0,,allocation failure,
62598,0x102004600,10928,Scavenge,89.7,87.1,113.0,120.0,15.9,0,,allocation failure,
62598,0x102004600,10947,Scavenge,96.5,93.8,120.0,127.0,15.9,0,,allocation failure,
62598,0x102004600,10965,Scavenge,102.8,100.3,127.0,134.0,16.1,0,,allocation failure,
62598,0x102004600,10986,Scavenge,109.5,106.9,134.0,140.0,18.5,0,,allocation failure,
62598,0x102004600,11004,Scavenge,116.0,113.4,140.0,147.0,15.6,0,,allocation failure,
62598,0x102004600,11026,Scavenge,122.6,120.0,147.0,153.0,19.7,0,,allocation failure,
62598,0x102004600,11043,Scavenge,129.1,126.5,153.0,160.0,15.3,0,,allocation failure,
62598,0x102004600,11068,Scavenge,135.7,133.1,160.0,167.0,17.1,0,+ 5.5 ms in 148 steps since last GC,allocation failure,
62598,0x102004600,11093,Scavenge,142.3,139.7,167.0,173.0,17.1,0,+ 5.4 ms in 146 steps since last GC,allocation failure,
62598,0x102004600,11118,Scavenge,148.9,146.2,173.0,180.0,17.1,0,+ 6.0 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,11143,Scavenge,155.4,152.8,180.0,187.0,17.2,0,+ 5.3 ms in 147 steps since last GC,allocation failure,
62598,0x102004600,11156,Mark-sweep,156.3,40.9,187.0,79.0,10.0,0,"+ 24.3 ms in 643 steps since start of marking, biggest step 0.1 ms",GC interrupt,GC in old space requested
62598,0x102004600,11172,Scavenge,54.1,50.3,79.0,80.0,11.7,0,,allocation failure,
62598,0x102004600,11195,Scavenge,56.6,54.8,80.0,89.0,21.6,0,,allocation failure,
62598,0x102004600,11211,Scavenge,66.0,62.8,89.0,94.0,13.8,0,,allocation failure,
62598,0x102004600,11231,Scavenge,70.6,68.3,94.0,102.0,17.7,0,,allocation failure,
62598,0x102004600,11253,Scavenge,78.6,75.7,102.0,108.0,18.3,0,,allocation failure,
62598,0x102004600,11271,Scavenge,84.1,81.7,108.0,115.0,15.9,0,,allocation failure,
